,uniqueID,duration,date,drugName,review,rating,upvotes,drug,page
52,CrysC,Taken for 1 to 2 years,"March 30, 2023",Ozempic (semaglutide),"Started taking this medication a year or so ago. I haven't had any side effects, only positive ones! I started it due to struggling with my weight even with working out constantly and also being prediabetic. I have a history of graves' disease and did an ablation on it with radioactive iodine so it's nonexistent now. For a while now I had a major problem with one-foot swelling with no help from any medicine. After taking Ozempic I saw a dramatic decrease almost immediately and it hasn't swollen up since starting Ozempic. I have also lost more than 50 lbs since starting. Truly thankful for this medication and its positive effects on my health.",10.0,24,semaglutide,3
53,Jahsina,Taken for less than 1 month,"April 16, 2023",Wegovy (semaglutide),"So far so good! Only on the 3rd day on it, but I'm loving it. On .25 mg dose to start. I'm female, 5'4, 215 lbs and I'm looking to drop about 40 lbs with it. Very mild stomach discomfort here and there but it's barely noticeable the vast majority of the time. When I first injected I felt that my heartbeat got quicker for a little bit but it subsided in an hour or 2. I don't crave junk food anymore. I feel like I'm always full and I have an increased desire for whole foods. I'm not going to increase my dose until I feel the beneficial effects subsiding, I'm taking it very slow to avoid side effects. Will check back in after a month or 2, I'm very optimistic! :)",10.0,20,semaglutide,3
54,Big...,Taken for 1 to 6 months,"April 24, 2023",Wegovy (semaglutide),"I have been on Wegovy for over a month now, it has been a life changer for me. Very few side effects. I have way more energy, I can fit into clothes that were so tight I couldn't wear them, and I have fewer aches and pains. My mindset is so different. I am 5 11', started at 263 lbs. (Obese) I have lost almost 15 lbs. This stuff pretty much keeps those hunger cravings away. I have changed my eating habits as well, I only eat fruits, veggies, and salads, I do plan on going back to some of my other favs' but for now, I'm sticking to no pasta, pizza, bread, or desserts. I only eat between the hours of 6 am to 3 pm. I have been walking around a 1/2 mile per day on my lunch breaks. I do not eat much, seems like I get full very quickly. Another benefit, I have bitten my nails my entire life, since starting Wegovy, I have not touched them, it's quite unbelievable.",10.0,18,semaglutide,3
55,Kelly...,Taken for 1 to 6 months,"May 4, 2023",Wegovy (semaglutide),"I have been on Wegovy for almost 7 weeks, and have lost over 22 lbs. From the moment I took the first injection the food noise was gone. At times it feels progress is slow, but in truth the progress has been steady. I have not started dieting or exercising, I am focusing on eating healthier and listening to my body for signs that I am full. I have heard of bad side effects, though I personally have not experienced any. Prior to this medication I have lost, gained and relost 50-100 lbs over and over again.",10.0,15,semaglutide,3
56,Me22,Taken for 1 to 6 months,"March 31, 2022",Wegovy (semaglutide),"Just finished the last shot of 2.4 mg pack. I’ve lost 27 pounds and literally do not think about food. No cravings, and I eat normally (albeit smaller amounts). Some side effects at the beginning but nothing terrible and they all eventually stopped. If you can afford it - this is a life changer.",10.0,81,semaglutide,3
57,rdm,Taken for less than 1 month,"March 7, 2023",Wegovy (semaglutide),I had my second 0.25 shot 2 days ago. My appetite is definitely less and I am able to stay on my 1200 calorie lower carb diet without the hunger that haunted me before Wegovy. I also take a multivitamin once daily. I have lost about 7 lbs. I have been constipated but nowhere near the amount that opioids do. I do chart my food intake and sip fluids throughout the day. Exercise three days a week. So far so good.,9.0,27,semaglutide,3
58,Tough...,Taken for less than 1 month,"March 14, 2023",Wegovy (semaglutide),"Hi, I am on my 3rd 0.25 dose of Wegovy. I feel terrible most of the time. I have lost 5 lbs and am definitely not hungry due to nausea. My prescriber will not prescribe Zofran with Wegovy, because she feels nausea that severe should be considered a negative side-effect and the medication stopped. That's reasonable. I read the reviews before I began the med and take Omeprazole daily, as well as MirraLax. I am 57, menopausal and used to feel really good most of the time. Sadly, this med is not worth the side effects for me. I really, really wanted to tough it out but as a nurse, I feel it's creating problems that I did not have before taking this medication. The nausea is constant, the belching/burping is so frequent that its embarrassing, stools are like a rock, and the worst feeling of chest tightness. I had so hoped I would be one of those without adverse side effects but I am not.",3.0,25,semaglutide,3
59,Ozempic,Taken for less than 1 month,"May 14, 2023",Ozempic (semaglutide),"With just one 0.25 mg dose I became very ill. Relentless nausea, vomiting, and explosive diarrhea as well as unbearable stomach cramps. Needed to go to the ER for fluids and to check for pancreatitis. It’s now been 9 days since my first dose and I still have relentless diarrhea, nausea, and disabling fatigue. I don’t want to eat. I didn’t want to take it in the first place but was ambushed by my kidney doctor. She told me that using Ozempic was a no-brainer and that I would just have a bit of nausea. If you have any gastrointestinal symptoms when taking any medicine, I would think three times about it before using it. I have read it can take up to a month for it to be flushed out of your body but I am hoping and praying that these horrible side effects stop real soon.",1.0,12,semaglutide,3
60,Fingers...,Taken for 1 to 6 months,"July 5, 2022",Wegovy (semaglutide),"57 yr old on this for 3 1/2 weeks. I'd like to tell you how much I lost (was 4 pounds at 3 weeks) but I am so constipated for 4 days I cannot be sure what my real weight is (it could be 6 pounds now). Get a telemedicine provider to send you a vial of semaglutide (not the pre loaded syringes) and use an insulin syringe to administer 1/2 the dose on one day with a ODT Zofran, then take the second half of the dose 24 hours later with another ODT Zofran. I administer in my outer thigh, like you would give insulin. The provider will tell you exactly how many",10.0,64,semaglutide,3
61,Mike,Taken for 1 to 6 months,"March 21, 2022",Wegovy (semaglutide),Drug has been life changing. When I began I was 6'3,10.0,78,semaglutide,3
62,Sarah,Taken for 1 to 6 months,"June 11, 2023",,"I just took my 10th week subcutaneous injection. I have lost 22 pounds and overall am feeling great. I do have some fatigue and constipation. I have increased my fiber intake and use polyethylene glycol as needed. The biggest thing is a healthy diet and exercise. I lost 20 pounds before I started the medication so thought that it would be a nice way to jumpstart my weight loss. I will be at the regular dose on week 12 and plan to continue on the medication until I reach my goal weight and then slowly come off of it by tapering my dose. I work one on one with my nurse practitioner and check in with her weekly to discuss my goals, diet, and side effects of medication. I would recommend semaglutide if you have trouble loosing weight with just diet and exercise. I am happy that I decided to proceed with this treatment. It is expensive and I pay for 100% of it out of pocket. I never thought I could give myself injections but the needles are so small and I hardly feel them.",10.0,4,semaglutide,3
